Transaction_ID,Transaction_Amount_INR,Transaction_Type,Merchant_Category,Hour_of_Day,Day_of_Week,Is_New_Device,Is_New_Location,Distance_From_Home_KM,Account_Age_Days,Time_Since_Last_Transaction_Minutes,Is_Fraud
TXN-004287,2154.31,Card Payment,Electronics,19,0,0,0,16.15,1900,257.88,0
TXN-004288,2784.29,UPI,Utility Bills,18,0,0,0,7.27,795,270.9,0
TXN-004289,376.39,Card Payment,Electronics,15,3,1,0,2.39,1506,332.23,0
TXN-004290,470.17,Card Payment,Grocery,9,5,0,1,5.02,1196,671.59,0
TXN-004291,1963.37,UPI,Others,22,4,0,0,0.82,3518,30.52,0
TXN-004292,2651.09,Card Payment,Utility Bills,22,5,0,1,10.98,1924,46.64,0
TXN-004293,2748.78,NEFT,Entertainment,18,3,0,0,1.09,2378,95.05,0
TXN-004294,3244.59,UPI,Cash Withdrawal,6,4,0,0,4.6,1791,302.39,0
TXN-004295,77.19,NEFT,Travel,18,4,0,0,7.01,1391,25.6,0
TXN-004296,1954.03,UPI,Cash Withdrawal,19,2,0,0,33.24,755,6.18,0
TXN-004297,4123.17,Card Payment,Utility Bills,8,4,0,0,7.82,2695,97.23,0
TXN-004298,1378.15,UPI,Entertainment,15,0,0,0,29.74,1237,339.86,0
TXN-004299,295.14,Card Payment,Entertainment,19,1,0,0,0.35,1967,4.25,0
TXN-004300,252.24,ATM Withdrawal,Travel,14,3,0,1,1.59,3150,392.29,0
TXN-004301,205.09,ATM Withdrawal,Entertainment,14,0,0,0,6.77,1250,547.27,0
TXN-004302,830.0,UPI,Grocery,7,1,0,0,17.43,2559,271.77,0
TXN-004303,2916.8,Card Payment,Grocery,21,0,0,0,0.27,457,301.44,0
TXN-004304,2891.48,Card Payment,Jewelry,17,1,0,0,6.58,2078,522.43,0
TXN-004305,50246.41,Wire Transfer,Jewelry,6,3,1,1,2707.39,1776,277.29,1
TXN-004306,573.44,UPI,Jewelry,9,2,0,0,4.87,1087,66.65,0
TXN-004307,4565.76,Card Payment,Cash Withdrawal,6,6,0,0,16.42,297,79.65,0
TXN-004308,2263.76,Card Payment,Cash Withdrawal,12,5,0,0,5.71,211,141.29,0
TXN-004309,590.85,Card Payment,Utility Bills,13,3,0,0,10.21,1122,23.49,0
TXN-004310,2632.42,NEFT,Electronics,16,6,0,0,27.4,398,28.01,0
TXN-004311,1128.72,Card Payment,Grocery,7,2,0,0,17.4,525,244.98,0
TXN-004312,8806.71,UPI,Grocery,7,0,0,0,4.15,1281,22.13,0
TXN-004313,3709.19,Card Payment,Electronics,17,1,0,0,6.44,468,96.36,0
TXN-004314,8425.77,Card Payment,Entertainment,17,4,0,0,4.38,2819,325.88,0
TXN-004315,825.8,UPI,Utility Bills,7,3,0,0,5.3,3078,185.7,0
TXN-004316,234.14,Card Payment,Entertainment,10,1,0,0,12.13,2662,19.74,0
TXN-004317,728.53,Card Payment,Grocery,9,4,0,0,6.33,2117,49.13,0
TXN-004318,901.62,Card Payment,Entertainment,17,6,0,0,6.83,3632,177.85,0
TXN-004319,6037.05,NEFT,Cash Withdrawal,14,1,0,0,13.11,1523,335.17,0
TXN-004320,2458.15,Card Payment,Grocery,14,1,0,0,0.02,1435,301.92,0
TXN-004321,1556.01,Card Payment,Utility Bills,10,1,1,1,2.64,1371,161.99,0
TXN-004322,5003.18,Card Payment,Cash Withdrawal,15,6,0,0,0.85,1173,87.91,0
TXN-004323,2734.43,UPI,Electronics,12,5,0,1,12.01,72,68.56,0
TXN-004324,1233.64,UPI,Grocery,11,1,0,0,10.12,2598,211.5,0
TXN-004325,764.59,UPI,Grocery,19,3,0,0,3.15,3387,98.82,0
TXN-004326,2381.12,UPI,Electronics,13,0,0,0,1.0,770,43.5,0
TXN-004327,1486.6,Card Payment,Entertainment,6,6,0,0,3.23,1741,124.61,0
TXN-004328,958.81,UPI,Utility Bills,14,3,0,0,12.59,3391,343.38,0
TXN-004329,20652.01,UPI,Utility Bills,17,1,0,0,9.23,3490,102.01,0
TXN-004330,781.05,Card Payment,Grocery,17,1,0,0,4.29,846,297.85,0
TXN-004331,1704.94,ATM Withdrawal,Utility Bills,5,2,0,0,25.99,722,37.37,0
TXN-004332,266.57,Card Payment,Electronics,14,6,0,0,3.11,3172,621.95,0
TXN-004333,2670.67,NEFT,Electronics,14,0,0,0,4.37,2269,193.8,0
TXN-004334,1115.73,NEFT,Jewelry,8,0,0,0,33.55,340,347.38,0
TXN-004335,1485.96,UPI,Travel,11,1,0,0,3.6,1764,73.58,0
TXN-004336,2585.18,ATM Withdrawal,Utility Bills,12,6,0,0,10.84,3572,445.07,0
TXN-004337,727.81,UPI,Entertainment,12,1,0,0,18.84,906,3.46,1
TXN-004338,323.23,UPI,Entertainment,9,2,0,0,39.71,2154,41.38,0
TXN-004339,1883.62,Card Payment,Grocery,13,5,0,0,0.58,1467,128.77,0
TXN-004340,12430.55,UPI,Grocery,14,3,0,0,17.61,1784,296.83,0
TXN-004341,2534.67,NEFT,Entertainment,19,1,0,0,27.26,2085,153.59,0
TXN-004342,1177.58,Card Payment,Cash Withdrawal,20,0,0,0,2.93,2493,88.21,0
TXN-004343,3102.13,UPI,Cash Withdrawal,20,1,0,0,13.58,76,63.27,0
TXN-004344,1268.94,UPI,Cash Withdrawal,6,1,0,0,15.06,1603,74.39,0
TXN-004345,2274.5,UPI,Travel,14,1,0,0,2.56,2564,404.28,0
TXN-004346,3836.98,UPI,Electronics,15,4,0,0,3.06,1978,603.83,0
TXN-004347,1009.85,UPI,Travel,6,5,0,0,18.47,2472,36.71,0
TXN-004348,9504.81,UPI,Grocery,7,4,0,0,5.95,3209,19.58,0
TXN-004349,2129.19,Card Payment,Others,9,2,1,1,2.25,2440,1.91,1
TXN-004350,457.78,Card Payment,Entertainment,6,3,0,0,0.61,2830,123.6,0
TXN-004351,9530.48,UPI,Jewelry,21,3,0,0,3.54,318,316.81,0
TXN-004352,2707.44,Card Payment,Electronics,18,0,0,0,13.51,2908,174.89,0
TXN-004353,5314.83,UPI,Cash Withdrawal,19,3,0,0,6.78,1922,152.52,0
TXN-004354,4571.02,Card Payment,Travel,12,6,0,0,15.04,2092,15.34,0
TXN-004355,1685.59,UPI,Utility Bills,9,6,0,0,1.63,2635,860.86,0
TXN-004356,1141.13,ATM Withdrawal,Grocery,9,5,0,0,3.14,1129,324.87,0
TXN-004357,1628.02,NEFT,Electronics,18,3,0,0,6.04,3108,150.5,0
TXN-004358,1418.39,NEFT,Utility Bills,12,6,0,0,6.29,296,60.72,0
TXN-004359,5070.91,Card Payment,Entertainment,14,6,0,0,15.24,1211,325.67,0
TXN-004360,1364.57,NEFT,Utility Bills,7,4,0,0,1.52,2056,27.19,0
TXN-004361,8812.6,ATM Withdrawal,Grocery,21,1,0,0,3.84,632,117.54,0
TXN-004362,790.47,UPI,Utility Bills,8,1,0,0,8.6,2237,8.99,0
TXN-004363,378.09,UPI,Grocery,12,5,0,0,19.84,388,25.87,0
TXN-004364,1995.12,Card Payment,Utility Bills,11,5,0,0,2.22,2496,1.0,0
TXN-004365,2482.55,Card Payment,Cash Withdrawal,19,1,0,0,8.92,2634,247.43,0
TXN-004366,843.23,UPI,Travel,18,6,0,0,25.52,2418,179.67,0
TXN-004367,2187.05,UPI,Cash Withdrawal,8,6,0,1,5.03,2679,258.27,0
TXN-004368,6377.87,NEFT,Electronics,11,2,0,0,26.79,2889,28.49,0
TXN-004369,580.86,UPI,Grocery,9,3,0,0,17.85,1560,91.8,0
TXN-004370,768.17,Card Payment,Travel,20,6,0,0,2.57,3155,99.56,0
TXN-004371,687.14,NEFT,Electronics,6,0,0,0,1.2,825,11.23,0
TXN-004372,2551.82,UPI,Jewelry,11,3,0,0,7.82,3471,1.0,0
TXN-004373,967.5,ATM Withdrawal,Utility Bills,6,0,0,0,3.81,512,258.5,0
TXN-004374,1948.28,NEFT,Grocery,19,6,0,0,7.1,118,445.4,0
TXN-004375,524.4,Card Payment,Grocery,15,5,0,1,6.07,240,79.15,0
TXN-004376,41349.84,NEFT,Others,13,2,0,0,0.07,2522,78.47,0
TXN-004377,5496.46,UPI,Cash Withdrawal,8,3,0,0,10.87,2836,108.7,0
TXN-004378,1689.74,NEFT,Electronics,15,0,0,0,0.68,3060,336.78,0
TXN-004379,4022.1,Card Payment,Cash Withdrawal,22,2,0,0,10.38,2983,48.55,0
TXN-004380,4999.2,UPI,Utility Bills,15,4,1,0,4.59,1253,169.67,0
TXN-004381,3044.34,UPI,Utility Bills,13,6,0,0,5.02,557,124.35,0
TXN-004382,2145.17,Card Payment,Utility Bills,10,6,0,0,2.4,2453,44.05,0
TXN-004383,11976.17,ATM Withdrawal,Jewelry,20,1,1,0,6.37,1621,150.65,0
TXN-004384,3328.5,UPI,Grocery,18,3,0,0,2.08,2532,80.84,0
TXN-004385,743.52,UPI,Grocery,15,2,0,0,12.74,1490,13.38,0
TXN-004386,174.86,UPI,Grocery,20,5,0,1,4.42,3276,133.99,0
TXN-004387,2919.02,NEFT,Others,9,1,0,0,18.29,2945,207.13,0
TXN-004388,3590.35,Card Payment,Utility Bills,7,2,0,0,4.61,912,3.25,0
TXN-004389,1393.72,UPI,Entertainment,13,4,0,0,8.24,2277,17.88,0
TXN-004390,695.09,NEFT,Utility Bills,7,4,0,1,3.49,651,88.24,0
TXN-004391,2764.91,Card Payment,Grocery,20,3,0,0,9.45,1696,161.04,0
TXN-004392,5924.71,UPI,Cash Withdrawal,11,2,0,0,18.67,3075,106.04,0
TXN-004393,2087.75,UPI,Travel,12,5,0,0,9.95,2167,28.5,0
TXN-004394,996.8,UPI,Utility Bills,11,4,0,0,7.36,180,519.64,0
TXN-004395,3110.67,Card Payment,Cash Withdrawal,11,4,0,0,14.23,1566,3.04,0
TXN-004396,1099.18,UPI,Entertainment,13,2,0,0,6.2,510,120.63,0
TXN-004397,3386.63,Card Payment,Entertainment,19,2,0,0,5.01,776,222.77,0
TXN-004398,663.81,UPI,Grocery,18,6,0,0,1.15,2132,320.54,0
TXN-004399,1068.31,UPI,Grocery,8,6,0,0,13.79,2329,253.59,0
TXN-004400,1062.65,ATM Withdrawal,Utility Bills,9,4,0,0,2.88,375,11.28,0
TXN-004401,1581.32,Card Payment,Entertainment,14,6,0,0,0.31,3619,46.7,0
TXN-004402,1508.04,UPI,Utility Bills,20,0,1,0,2.25,2059,132.32,0
TXN-004403,4143.27,NEFT,Entertainment,8,1,0,0,7.29,2767,761.37,0
TXN-004404,10399.34,Card Payment,Others,9,0,0,0,13.26,3412,230.58,0
TXN-004405,668.01,UPI,Grocery,19,0,0,0,13.2,1622,255.17,0
TXN-004406,1397.53,UPI,Grocery,17,5,0,0,4.15,70,253.73,0
TXN-004407,699.47,UPI,Grocery,9,1,0,1,12.0,187,28.89,0
TXN-004408,16259.03,NEFT,Entertainment,11,0,0,0,18.3,1072,32.88,0
TXN-004409,2593.58,NEFT,Grocery,9,0,1,1,28.75,589,107.0,0
TXN-004410,811.21,Card Payment,Grocery,22,0,0,1,24.74,3608,71.37,0
TXN-004411,310.29,ATM Withdrawal,Utility Bills,20,1,0,0,5.64,3572,55.5,0
TXN-004412,2091.9,NEFT,Cash Withdrawal,9,5,0,0,4.86,1188,19.66,0
TXN-004413,2129.41,NEFT,Cash Withdrawal,8,3,0,0,10.22,1637,38.86,0
TXN-004414,415.85,Card Payment,Entertainment,22,6,0,0,2.77,1453,603.4,0
TXN-004415,2928.69,UPI,Entertainment,13,2,0,0,0.87,1164,108.32,0
TXN-004416,3975.14,ATM Withdrawal,Utility Bills,17,2,0,0,1.11,1804,17.37,0
TXN-004417,1715.59,ATM Withdrawal,Grocery,17,4,0,0,0.34,746,66.63,0
TXN-004418,744.96,NEFT,Grocery,8,4,0,0,0.45,3238,94.78,0
TXN-004419,1058.85,UPI,Entertainment,11,0,0,0,8.96,973,148.11,0
TXN-004420,7472.04,NEFT,Grocery,11,5,0,0,0.38,33,59.31,0
TXN-004421,699.59,UPI,Grocery,16,6,0,0,3.56,2239,546.65,0
TXN-004422,1479.88,UPI,Cash Withdrawal,12,5,1,1,1.75,193,22.46,0
TXN-004423,7193.61,Card Payment,Utility Bills,11,0,0,0,1.18,1698,566.73,0
TXN-004424,13650.35,UPI,Entertainment,20,1,0,0,8.81,291,72.64,0
TXN-004425,411.57,UPI,Electronics,20,4,0,0,44.48,2320,143.55,0
TXN-004426,715.71,UPI,Utility Bills,16,1,0,0,7.18,408,40.35,0
TXN-004427,2153.84,Card Payment,Cash Withdrawal,13,2,0,0,0.89,2327,63.33,0
TXN-004428,757.92,Card Payment,Utility Bills,15,3,0,0,9.37,1438,183.72,0
TXN-004429,2320.55,Card Payment,Grocery,19,5,0,0,0.73,3166,273.06,0
TXN-004430,850.85,UPI,Entertainment,21,6,0,0,17.59,826,533.39,0
TXN-004431,1960.63,UPI,Jewelry,14,1,0,0,12.43,789,2.84,0
TXN-004432,5406.04,UPI,Others,17,1,0,0,10.17,3079,60.44,0
TXN-004433,796.73,NEFT,Utility Bills,8,4,0,0,20.36,2211,4.67,0
TXN-004434,2377.17,Card Payment,Travel,9,3,0,0,7.66,2780,187.49,0
TXN-004435,364.06,Card Payment,Entertainment,14,4,0,0,14.01,2379,56.14,0
TXN-004436,8063.53,UPI,Electronics,18,2,1,0,12.79,3590,23.79,0
TXN-004437,1300.34,NEFT,Grocery,11,1,0,0,1.78,1442,134.25,0
TXN-004438,12657.33,Card Payment,Entertainment,14,5,0,0,4.27,32,100.46,0
TXN-004439,2973.45,ATM Withdrawal,Grocery,21,5,0,1,7.66,3624,268.64,0
TXN-004440,192.01,UPI,Entertainment,17,1,0,0,3.9,914,6.18,0
TXN-004441,790.82,Card Payment,Utility Bills,8,1,0,0,18.14,2443,47.26,0
TXN-004442,2410.43,ATM Withdrawal,Jewelry,12,6,0,0,5.49,1130,68.54,0
TXN-004443,417.66,Card Payment,Entertainment,11,2,0,0,7.85,3199,132.59,0
TXN-004444,1497.28,NEFT,Grocery,20,2,0,0,0.18,3271,61.24,0
TXN-004445,1733.0,Card Payment,Grocery,11,4,0,0,9.92,967,66.05,0
TXN-004446,2704.93,UPI,Entertainment,17,1,0,0,2.42,361,72.5,0
TXN-004447,8712.25,Card Payment,Entertainment,13,3,0,0,2.61,1593,135.17,0
TXN-004448,2692.2,Card Payment,Entertainment,17,5,0,0,17.41,2272,87.27,0
TXN-004449,1724.62,Card Payment,Grocery,13,3,0,0,6.97,2565,155.46,0
TXN-004450,383.45,NEFT,Utility Bills,16,4,0,0,0.29,3489,3.27,0
TXN-004451,1997.83,ATM Withdrawal,Electronics,12,3,0,0,29.12,1614,279.14,0
TXN-004452,633.38,Card Payment,Electronics,1,4,0,0,2.31,2910,52.17,0
TXN-004453,397.4,NEFT,Grocery,14,4,0,1,13.07,1087,50.66,0
TXN-004454,520.51,UPI,Grocery,14,1,0,0,3.59,1363,566.79,0
TXN-004455,1100.64,UPI,Travel,11,5,0,1,9.74,310,39.98,0
TXN-004456,468.98,UPI,Utility Bills,12,5,0,0,36.75,372,11.11,0
TXN-004457,253.31,UPI,Grocery,8,2,0,0,3.82,193,45.38,0
TXN-004458,1965.07,NEFT,Entertainment,16,6,0,0,16.0,2279,328.29,0
TXN-004459,1865.12,UPI,Cash Withdrawal,12,3,0,0,5.16,3612,305.39,0
TXN-004460,1409.37,ATM Withdrawal,Grocery,9,0,0,0,6.1,2973,92.62,0
TXN-004461,260.26,UPI,Entertainment,14,0,0,0,8.25,292,126.52,0
TXN-004462,3283.83,ATM Withdrawal,Grocery,10,0,0,0,5.96,68,20.94,0
TXN-004463,586.84,UPI,Utility Bills,16,6,0,0,4.94,162,226.06,0
TXN-004464,10765.66,Card Payment,Entertainment,11,2,0,0,2.36,3267,110.52,0
TXN-004465,1642.36,UPI,Cash Withdrawal,19,3,0,0,1.45,1860,87.07,0
TXN-004466,12770.6,NEFT,Travel,7,4,0,0,13.64,3204,48.93,0
TXN-004467,1973.27,UPI,Electronics,9,2,0,0,5.53,1304,80.11,0
TXN-004468,421.41,Card Payment,Grocery,9,6,0,0,0.4,1528,44.4,0
TXN-004469,7024.97,UPI,Entertainment,17,3,0,0,5.93,2819,182.88,0
TXN-004470,606.6,Card Payment,Utility Bills,22,6,0,0,4.67,1089,295.3,0
TXN-004471,1054.15,Card Payment,Grocery,13,2,0,0,14.38,1514,34.39,0
TXN-004472,1001.69,NEFT,Electronics,18,3,0,0,0.05,2027,264.3,0
TXN-004473,3522.24,Card Payment,Cash Withdrawal,12,4,0,0,2.58,1070,68.36,0
TXN-004474,2081.04,UPI,Grocery,14,1,1,0,19.93,3127,4.95,0
TXN-004475,1638.11,ATM Withdrawal,Entertainment,17,5,0,0,0.06,3610,129.58,0
TXN-004476,150.64,Card Payment,Grocery,9,1,0,0,6.92,1342,102.32,0
TXN-004477,164.28,Card Payment,Grocery,12,1,0,0,0.94,3525,220.34,0
TXN-004478,2426.92,UPI,Utility Bills,14,5,0,0,14.83,1999,107.53,0
TXN-004479,1728.47,ATM Withdrawal,Cash Withdrawal,17,5,0,0,0.35,1352,298.78,0
TXN-004480,3197.11,Card Payment,Utility Bills,10,3,0,0,0.97,229,211.64,0
TXN-004481,493.75,UPI,Electronics,12,0,0,0,7.93,2097,154.39,0
TXN-004482,13294.55,Card Payment,Cash Withdrawal,11,1,0,1,2.71,2939,365.97,0
TXN-004483,972.53,UPI,Entertainment,12,5,0,0,9.0,469,181.68,0
TXN-004484,1013.17,Card Payment,Grocery,11,0,0,0,12.21,2915,819.43,0
TXN-004485,5903.36,Card Payment,Cash Withdrawal,8,2,0,0,2.22,2265,163.34,0
TXN-004486,390.32,Card Payment,Grocery,16,5,0,0,25.17,2195,2.12,0
TXN-004487,1465.81,Card Payment,Grocery,20,5,0,0,3.39,1720,51.97,0
TXN-004488,4571.88,NEFT,Grocery,5,6,0,0,1.57,3618,23.58,0
TXN-004489,3285.07,UPI,Travel,18,5,0,0,26.34,2108,301.9,0
TXN-004490,3225.43,Card Payment,Entertainment,16,5,0,0,8.27,212,146.08,0
TXN-004491,2448.43,UPI,Entertainment,18,4,0,0,0.52,1288,22.2,0
TXN-004492,1400.61,Card Payment,Electronics,9,6,0,0,2.33,2341,74.99,0
TXN-004493,758.25,UPI,Cash Withdrawal,20,6,0,0,3.61,2891,2.81,0
TXN-004494,2241.54,ATM Withdrawal,Entertainment,20,2,0,0,3.2,833,175.32,0
TXN-004495,821.19,UPI,Grocery,15,5,0,0,13.68,396,10.37,0
TXN-004496,1386.44,NEFT,Utility Bills,10,4,0,0,10.7,3242,9.51,0
TXN-004497,1696.22,Card Payment,Electronics,19,1,0,0,5.35,3138,388.37,0
TXN-004498,1483.36,UPI,Grocery,17,2,0,0,25.13,1182,66.19,0
TXN-004499,676.12,NEFT,Utility Bills,18,0,0,0,49.17,1549,21.6,0
TXN-004500,306.15,UPI,Cash Withdrawal,16,2,0,0,9.68,2985,1.02,0
TXN-004501,426.8,Card Payment,Others,8,5,0,0,9.06,2069,50.94,0
TXN-004502,2023.41,Card Payment,Electronics,16,3,0,0,4.44,563,21.62,0
TXN-004503,637.49,NEFT,Utility Bills,15,3,0,0,9.02,1990,406.14,0
TXN-004504,1077.29,NEFT,Grocery,9,6,0,0,17.71,1264,28.69,0
TXN-004505,8621.64,UPI,Entertainment,7,1,0,0,2.67,1512,463.48,0
TXN-004506,1861.7,UPI,Utility Bills,10,5,0,0,4.04,571,195.03,0
TXN-004507,1408.76,UPI,Entertainment,14,3,0,0,7.19,86,67.21,0
TXN-004508,963.12,NEFT,Entertainment,18,1,0,0,3.49,274,298.01,0
TXN-004509,6096.28,UPI,Entertainment,17,6,0,0,6.23,1014,280.27,0
TXN-004510,860.82,UPI,Electronics,13,5,0,0,1.5,2004,40.0,0
TXN-004511,1438.56,UPI,Grocery,17,2,0,1,5.28,2152,111.76,0
TXN-004512,491.05,Card Payment,Grocery,13,5,0,0,1.21,1787,63.43,0
TXN-004513,1104.48,UPI,Grocery,20,3,0,0,1.35,1684,89.58,0
TXN-004514,689.92,UPI,Jewelry,21,4,0,0,13.07,3350,80.81,0
TXN-004515,2932.47,UPI,Grocery,11,0,0,0,20.34,1125,64.42,0
TXN-004516,2731.4,UPI,Grocery,6,3,0,0,4.83,166,240.13,0
TXN-004517,16908.48,UPI,Electronics,18,3,0,0,4.89,1005,118.23,0
TXN-004518,1547.59,UPI,Grocery,12,0,0,0,0.65,300,127.13,0
TXN-004519,1197.59,Card Payment,Utility Bills,15,1,0,0,5.28,2344,244.21,0
TXN-004520,182.53,UPI,Travel,10,2,0,1,7.38,2607,130.46,0
TXN-004521,3935.31,Card Payment,Travel,18,5,0,0,8.14,2718,98.3,0
TXN-004522,404.13,NEFT,Others,8,0,0,0,9.58,960,164.12,0
TXN-004523,1808.58,Card Payment,Entertainment,16,2,0,0,8.12,2690,133.97,0
TXN-004524,553.43,Card Payment,Grocery,15,0,0,0,3.5,2487,65.45,0
TXN-004525,484.56,UPI,Electronics,12,3,0,0,15.37,2432,276.96,0
TXN-004526,1436.64,UPI,Grocery,17,4,0,0,1.26,2450,274.79,0
TXN-004527,4754.51,Card Payment,Utility Bills,17,4,0,0,7.42,2552,25.83,0
TXN-004528,162.1,UPI,Grocery,8,2,0,0,4.79,2332,63.77,0
TXN-004529,877.03,Card Payment,Utility Bills,17,2,0,0,2.07,1174,101.18,0
TXN-004530,2592.46,Card Payment,Grocery,9,6,0,0,1.15,3414,350.72,0
TXN-004531,1713.46,Card Payment,Utility Bills,9,1,0,0,60.08,1329,225.1,0
TXN-004532,1274.32,UPI,Grocery,18,2,1,0,17.57,707,163.4,0
TXN-004533,4531.98,UPI,Utility Bills,13,5,0,0,1.1,2621,17.6,0
TXN-004534,2856.16,Card Payment,Grocery,10,5,0,0,1.41,355,8.93,0
TXN-004535,3645.64,Wire Transfer,Utility Bills,7,4,1,0,0.26,1116,8.74,0
TXN-004536,4324.85,Card Payment,Electronics,14,4,0,0,26.36,2662,4.45,0
TXN-004537,433.44,NEFT,Grocery,14,6,0,0,2.13,1878,205.16,0
TXN-004538,219.59,UPI,Others,18,6,0,0,5.23,3593,50.25,0
TXN-004539,6194.71,UPI,Travel,10,5,0,0,10.93,292,219.12,0
TXN-004540,1049.39,Card Payment,Grocery,12,6,0,0,26.81,3501,198.76,0
TXN-004541,1474.14,UPI,Utility Bills,9,0,0,0,2.59,1740,70.84,0
TXN-004542,261.88,UPI,Travel,18,4,0,0,3.49,291,44.78,0
TXN-004543,751.32,Card Payment,Travel,16,2,0,0,28.93,3247,100.49,0
TXN-004544,7159.68,ATM Withdrawal,Grocery,18,5,0,0,8.22,2358,105.53,0
TXN-004545,1450.65,UPI,Others,13,5,0,0,1.44,2635,262.65,0
TXN-004546,4850.87,UPI,Grocery,8,4,0,0,1.27,498,107.07,0
TXN-004547,3624.77,Card Payment,Utility Bills,8,3,0,0,19.33,725,89.4,0
TXN-004548,5441.88,Card Payment,Electronics,12,2,0,0,1.16,3421,100.58,0
TXN-004549,2754.88,Card Payment,Utility Bills,17,3,0,0,5.95,2684,321.17,0
TXN-004550,890.58,UPI,Grocery,15,2,0,0,30.92,1667,88.87,0
TXN-004551,469.58,UPI,Electronics,11,0,0,0,8.02,1038,88.13,0
TXN-004552,1281.17,UPI,Travel,8,3,0,0,10.15,2544,32.04,0
TXN-004553,858.12,Card Payment,Grocery,17,4,0,0,4.92,2526,192.43,0
TXN-004554,356.05,Card Payment,Grocery,20,3,1,0,22.26,193,181.58,0
TXN-004555,3686.29,NEFT,Entertainment,20,3,0,0,3.6,1595,420.47,0
TXN-004556,3284.42,UPI,Utility Bills,16,0,0,0,14.88,353,64.89,0
TXN-004557,1314.71,Card Payment,Electronics,19,5,0,0,3.44,3271,314.12,0
TXN-004558,8717.58,ATM Withdrawal,Cash Withdrawal,3,1,1,1,2059.69,2952,660.16,1
TXN-004559,1655.01,Card Payment,Entertainment,6,0,0,0,8.16,1158,56.36,0
TXN-004560,5750.49,UPI,Travel,19,6,0,0,1.98,794,862.58,0
TXN-004561,4751.88,ATM Withdrawal,Electronics,18,5,0,1,5.48,2226,15.25,0
TXN-004562,1645.55,UPI,Utility Bills,14,0,0,0,6.65,842,174.96,0
TXN-004563,4743.42,NEFT,Grocery,7,1,0,0,7.64,131,114.09,0
TXN-004564,3312.24,NEFT,Cash Withdrawal,16,0,0,0,34.19,232,145.48,0
TXN-004565,6971.84,UPI,Utility Bills,13,2,0,0,5.23,1347,211.07,0
TXN-004566,1869.21,UPI,Entertainment,18,2,0,1,11.66,2932,262.86,0
TXN-004567,2613.76,UPI,Utility Bills,8,4,0,0,0.4,1830,126.67,0
TXN-004568,1195.32,Card Payment,Grocery,10,6,0,0,2.51,643,192.63,0
TXN-004569,360.51,Card Payment,Entertainment,15,3,0,0,6.68,2098,25.61,0
TXN-004570,11404.86,Card Payment,Entertainment,18,5,0,0,1.67,48,239.45,0
TXN-004571,10695.52,UPI,Grocery,18,1,0,0,5.68,2380,64.53,0
TXN-004572,1150.53,Card Payment,Cash Withdrawal,22,2,0,0,2.62,3130,3.65,0
TXN-004573,5010.12,UPI,Entertainment,12,3,0,0,2.76,2912,58.53,0
TXN-004574,1375.72,Card Payment,Travel,8,2,0,0,7.49,3516,129.7,0
TXN-004575,2443.49,Card Payment,Grocery,20,2,0,0,0.71,1893,1.0,0
TXN-004576,1633.95,UPI,Entertainment,16,0,0,0,5.35,639,245.34,0
TXN-004577,1730.77,Card Payment,Entertainment,9,0,0,0,3.6,487,186.57,0
TXN-004578,13416.77,Card Payment,Utility Bills,13,6,0,1,5.62,134,33.94,0
TXN-004579,1188.84,Card Payment,Entertainment,18,5,0,1,2.84,2577,282.57,0
TXN-004580,1998.59,UPI,Electronics,16,4,0,1,15.47,1915,65.82,0
TXN-004581,1841.69,ATM Withdrawal,Entertainment,7,0,0,0,31.66,288,255.69,0
TXN-004582,1072.83,NEFT,Grocery,7,2,0,0,19.24,2108,113.62,0
TXN-004583,2769.41,UPI,Cash Withdrawal,10,5,0,0,17.9,2529,110.71,0
TXN-004584,2538.59,ATM Withdrawal,Electronics,16,5,0,0,11.65,630,221.03,0
TXN-004585,380.14,UPI,Utility Bills,13,0,0,0,2.52,301,102.3,0
TXN-004586,824.76,UPI,Electronics,15,6,0,1,6.63,1773,223.79,0
TXN-004587,5240.71,UPI,Cash Withdrawal,0,5,1,0,9.23,1216,137.68,0
TXN-004588,12143.77,NEFT,Utility Bills,14,0,0,0,5.45,1168,91.37,0
TXN-004589,1594.59,ATM Withdrawal,Grocery,10,5,0,0,16.52,1956,183.09,0
TXN-004590,1582.67,UPI,Utility Bills,22,4,1,0,0.87,1226,435.98,0
TXN-004591,3103.11,Card Payment,Electronics,16,3,0,1,9.62,487,59.91,0
TXN-004592,350.26,UPI,Electronics,16,3,0,0,0.89,691,88.83,0
TXN-004593,1628.7,UPI,Grocery,13,3,0,0,3.88,719,167.92,0
TXN-004594,661.16,Card Payment,Grocery,10,4,0,0,15.75,1226,102.09,0
TXN-004595,1346.72,UPI,Grocery,12,0,0,0,6.43,2650,37.32,0
TXN-004596,3789.55,UPI,Grocery,10,2,1,0,5.66,2170,505.2,0
TXN-004597,1075.26,ATM Withdrawal,Electronics,12,3,0,0,2.59,1474,206.33,0
TXN-004598,527.69,Card Payment,Grocery,14,3,0,0,5.16,232,166.47,0
TXN-004599,1213.33,NEFT,Jewelry,15,2,0,0,2.95,1940,88.37,0
TXN-004600,1743.02,Card Payment,Cash Withdrawal,18,3,0,0,2.65,3142,61.31,0
TXN-004601,4001.49,UPI,Electronics,18,5,0,0,4.39,1515,606.82,0
TXN-004602,2063.54,UPI,Entertainment,22,1,0,0,11.2,3466,9.46,0
TXN-004603,3019.5,UPI,Utility Bills,9,6,0,0,2.53,1145,120.66,0
