User_ID,Age,Annual_Income_INR,Current_Savings_INR,Monthly_Disposable_Income_INR,Tax_Bracket,Financial_Goal,Risk_Appetite_Score,Investment_Horizon_Months,Recommended_Asset_Class,Historical_Portfolio_ROI
SWT-00549,33,1925000.0,1889000.0,64300.0,30%,Retirement,10,93,Equity/Stocks,11.22
SWT-00550,40,2951000.0,7041000.0,107900.0,30%,Retirement,9,86,Equity/Stocks,20.33
SWT-00551,33,2589000.0,6780000.0,101100.0,30%,Retirement,9,89,Mutual Funds,24.78
SWT-00552,35,1951000.0,1842000.0,68400.0,30%,Retirement,7,86,Mutual Funds,3.72
SWT-00553,55,2114000.0,10097000.0,73500.0,30%,Retirement,7,58,Mutual Funds,14.04
SWT-00554,30,1710000.0,2015000.0,57000.0,30%,Retirement,10,120,Equity/Stocks,36.3
SWT-00555,60,2781000.0,11116000.0,115400.0,30%,Tax Saving,6,52,Bonds,3.98
SWT-00556,33,1366000.0,1199000.0,42300.0,20%,Wealth Creation,8,95,Mutual Funds,17.09
SWT-00557,27,1617000.0,840000.0,46900.0,30%,Tax Saving,7,83,Mutual Funds,17.42
SWT-00558,26,1200000.0,245000.0,34300.0,5%,Retirement,9,110,Equity/Stocks,-2.07
SWT-00559,27,2556000.0,1399000.0,101900.0,30%,Retirement,10,110,Equity/Stocks,22.98
SWT-00560,28,1287000.0,1068000.0,43200.0,20%,Retirement,8,98,Mutual Funds,9.99
SWT-00561,49,2888000.0,12992000.0,115500.0,30%,Wealth Creation,6,54,Gold,7.8
SWT-00562,71,3051000.0,20363000.0,133900.0,30%,Retirement,5,32,Bonds,5.11
SWT-00563,40,4845000.0,18171000.0,280900.0,30%,Short-term Gain,7,99,Mutual Funds,18.35
SWT-00564,66,1159000.0,5276000.0,32900.0,5%,Retirement,3,30,Bonds,5.39
SWT-00565,41,3145000.0,11498000.0,146500.0,30%,Wealth Creation,9,92,Equity/Stocks,9.3
SWT-00566,57,1868000.0,5742000.0,69200.0,30%,Tax Saving,7,51,Mutual Funds,9.17
SWT-00567,29,1603000.0,1889000.0,56900.0,30%,Retirement,10,111,Equity/Stocks,10.44
SWT-00568,49,2757000.0,15889000.0,114300.0,30%,Retirement,7,61,Gold,4.24
SWT-00569,41,4235000.0,18470000.0,253000.0,30%,Wealth Creation,7,66,Gold,6.36
SWT-00570,38,3364000.0,6160000.0,141400.0,30%,Tax Saving,8,75,Mutual Funds,12.16
SWT-00571,35,2115000.0,2202000.0,87900.0,30%,Wealth Creation,8,80,Equity/Stocks,18.76
SWT-00572,42,3605000.0,10373000.0,175500.0,30%,Retirement,8,85,Mutual Funds,18.22
SWT-00573,33,1250000.0,1226000.0,40800.0,20%,Wealth Creation,9,93,Mutual Funds,12.93
SWT-00574,47,2271000.0,3650000.0,81000.0,30%,Retirement,9,65,Mutual Funds,8.68
SWT-00575,51,2158000.0,8619000.0,82500.0,30%,Retirement,8,71,Mutual Funds,5.86
SWT-00576,27,2292000.0,2159000.0,93800.0,30%,Wealth Creation,9,84,Mutual Funds,13.25
SWT-00577,38,2602000.0,6611000.0,92400.0,30%,Retirement,7,88,Mutual Funds,10.89
SWT-00578,34,2497000.0,2991000.0,94100.0,30%,Retirement,9,101,Mutual Funds,11.0
SWT-00579,53,2592000.0,7878000.0,83400.0,30%,Retirement,6,62,Gold,8.85
SWT-00580,50,2856000.0,12235000.0,114500.0,30%,Wealth Creation,9,79,Mutual Funds,14.59
SWT-00581,56,3105000.0,14567000.0,123000.0,30%,Retirement,5,77,Gold,8.81
SWT-00582,70,1945000.0,11897000.0,65600.0,30%,Retirement,5,40,Bonds,5.3
SWT-00583,52,2535000.0,11986000.0,120200.0,30%,Tax Saving,6,52,Mutual Funds,7.61
SWT-00584,50,3225000.0,19764000.0,158600.0,30%,Retirement,7,76,Mutual Funds,8.3
SWT-00585,54,3519000.0,12017000.0,141000.0,30%,Retirement,7,51,Gold,10.95
SWT-00586,35,2225000.0,3686000.0,84300.0,30%,Retirement,10,91,Mutual Funds,8.83
SWT-00587,59,2413000.0,9736000.0,96500.0,30%,Retirement,6,49,Bonds,3.76
SWT-00588,54,3918000.0,20728000.0,183100.0,30%,Retirement,7,56,Gold,12.04
SWT-00589,44,2036000.0,6788000.0,72200.0,30%,Tax Saving,7,71,Mutual Funds,6.58
SWT-00590,45,5167000.0,25000000.0,286100.0,30%,Retirement,8,88,Mutual Funds,11.7
SWT-00591,47,1882000.0,8225000.0,56900.0,30%,Retirement,8,88,Gold,9.83
SWT-00592,56,2339000.0,11215000.0,79600.0,30%,Short-term Gain,7,74,Gold,8.01
SWT-00593,64,1607000.0,6397000.0,52100.0,30%,Retirement,5,52,Gold,0.57
SWT-00594,69,3836000.0,25000000.0,183600.0,30%,Retirement,5,40,Bonds,5.97
SWT-00595,31,2093000.0,1168000.0,69800.0,30%,Wealth Creation,10,69,Equity/Stocks,30.28
SWT-00596,44,2468000.0,10896000.0,87800.0,30%,Retirement,6,75,Gold,10.55
SWT-00597,36,2399000.0,3703000.0,89300.0,30%,Short-term Gain,7,55,Gold,0.61
SWT-00598,31,2535000.0,3477000.0,104300.0,30%,Wealth Creation,9,71,Equity/Stocks,38.37
SWT-00599,24,1860000.0,502000.0,62400.0,30%,Retirement,9,99,Mutual Funds,3.62
SWT-00600,22,1876000.0,10000.0,71800.0,30%,Short-term Gain,8,102,Equity/Stocks,3.13
SWT-00601,31,795000.0,378000.0,19800.0,5%,Short-term Gain,8,85,Mutual Funds,15.86
SWT-00602,21,1940000.0,10000.0,67600.0,30%,Short-term Gain,9,120,Equity/Stocks,19.58
SWT-00603,30,2418000.0,2655000.0,88400.0,30%,Wealth Creation,9,100,Mutual Funds,11.98
SWT-00604,58,3502000.0,16263000.0,165600.0,30%,Tax Saving,6,54,Mutual Funds,8.73
SWT-00605,34,3971000.0,7878000.0,180200.0,30%,Retirement,8,104,Mutual Funds,18.93
SWT-00606,27,2105000.0,1757000.0,86100.0,30%,Retirement,8,113,Mutual Funds,11.28
SWT-00607,53,3559000.0,24459000.0,140200.0,30%,Tax Saving,7,72,Mutual Funds,3.33
SWT-00608,54,1899000.0,3917000.0,73500.0,30%,Retirement,7,55,Mutual Funds,17.93
SWT-00609,55,3398000.0,25000000.0,152100.0,30%,Retirement,8,61,Mutual Funds,12.72
SWT-00610,52,2312000.0,11737000.0,89100.0,30%,Wealth Creation,6,46,Bonds,6.95
SWT-00611,67,1376000.0,5356000.0,46300.0,20%,Retirement,7,52,Gold,9.99
SWT-00612,30,2266000.0,1424000.0,88600.0,30%,Tax Saving,7,75,Mutual Funds,23.98
SWT-00613,39,4397000.0,20127000.0,212700.0,30%,Retirement,6,72,Mutual Funds,9.99
SWT-00614,53,2905000.0,14821000.0,124800.0,30%,Retirement,9,76,Mutual Funds,11.6
SWT-00615,55,4291000.0,15545000.0,249700.0,30%,Retirement,7,40,Gold,10.51
SWT-00616,21,1499000.0,10000.0,43500.0,20%,Retirement,9,88,Equity/Stocks,11.09
SWT-00617,56,3653000.0,25000000.0,197400.0,30%,Wealth Creation,7,57,Mutual Funds,15.69
SWT-00618,41,2320000.0,5361000.0,88400.0,30%,Tax Saving,8,80,Mutual Funds,-4.95
SWT-00619,53,2946000.0,9903000.0,117400.0,30%,Retirement,7,60,Gold,7.75
SWT-00620,44,3105000.0,6987000.0,122200.0,30%,Wealth Creation,6,68,Gold,7.67
SWT-00621,54,3338000.0,25000000.0,144300.0,30%,Tax Saving,7,56,Mutual Funds,10.77
SWT-00622,33,2777000.0,5560000.0,94000.0,30%,Wealth Creation,9,75,Mutual Funds,6.29
SWT-00623,42,2271000.0,8873000.0,80400.0,30%,Tax Saving,9,77,Mutual Funds,16.88
SWT-00624,49,3789000.0,18644000.0,174900.0,30%,Wealth Creation,9,74,Mutual Funds,8.5
SWT-00625,35,4627000.0,18045000.0,224000.0,30%,Retirement,9,86,Mutual Funds,12.69
SWT-00626,44,2404000.0,4856000.0,95600.0,30%,Wealth Creation,6,72,Mutual Funds,11.32
SWT-00627,50,1576000.0,4556000.0,49200.0,30%,Tax Saving,8,77,Mutual Funds,14.29
SWT-00628,29,2755000.0,2870000.0,104500.0,30%,Wealth Creation,8,101,Mutual Funds,19.48
SWT-00629,34,2349000.0,5571000.0,85000.0,30%,Tax Saving,9,83,Mutual Funds,12.66
SWT-00630,51,2693000.0,11581000.0,109500.0,30%,Retirement,7,49,Gold,10.93
SWT-00631,49,3416000.0,11512000.0,153100.0,30%,Retirement,7,85,Mutual Funds,12.26
SWT-00632,24,1785000.0,380000.0,56000.0,30%,Retirement,10,109,Equity/Stocks,8.48
SWT-00633,40,2602000.0,3380000.0,102200.0,30%,Tax Saving,8,70,Mutual Funds,10.71
SWT-00634,27,2165000.0,558000.0,77300.0,30%,Tax Saving,10,105,Mutual Funds,9.71
SWT-00635,48,4604000.0,25000000.0,221000.0,30%,Wealth Creation,6,80,Gold,9.84
SWT-00636,24,2086000.0,416000.0,72000.0,30%,Retirement,9,120,Equity/Stocks,15.7
SWT-00637,39,1891000.0,3152000.0,67200.0,30%,Retirement,7,82,Mutual Funds,7.35
SWT-00638,32,1713000.0,2333000.0,58600.0,30%,Wealth Creation,8,102,Mutual Funds,10.26
SWT-00639,30,2514000.0,4165000.0,94500.0,30%,Tax Saving,9,80,Mutual Funds,2.44
SWT-00640,42,2004000.0,5363000.0,73400.0,30%,Retirement,10,86,Mutual Funds,10.34
SWT-00641,41,1734000.0,6631000.0,52500.0,30%,Wealth Creation,7,73,Gold,8.0
SWT-00642,26,2669000.0,1679000.0,97100.0,30%,Retirement,7,96,Mutual Funds,20.94
SWT-00643,49,3559000.0,17075000.0,158800.0,30%,Tax Saving,9,96,Mutual Funds,19.51
SWT-00644,41,2541000.0,6715000.0,109500.0,30%,Tax Saving,8,84,Mutual Funds,5.73
SWT-00645,33,2816000.0,2696000.0,115200.0,30%,Wealth Creation,8,77,Mutual Funds,12.63
SWT-00646,57,2722000.0,17779000.0,105800.0,30%,Wealth Creation,6,43,Gold,8.71
SWT-00647,37,3324000.0,3230000.0,164000.0,30%,Retirement,7,101,Mutual Funds,10.3
SWT-00648,53,3326000.0,12809000.0,142800.0,30%,Wealth Creation,9,79,Mutual Funds,10.51
SWT-00649,35,1155000.0,1276000.0,39300.0,5%,Retirement,7,88,Gold,6.77
SWT-00650,25,1964000.0,490000.0,64900.0,30%,Wealth Creation,7,89,Mutual Funds,21.28
SWT-00651,45,3423000.0,10457000.0,140300.0,30%,Short-term Gain,8,80,Mutual Funds,9.18
SWT-00652,39,2463000.0,9996000.0,92200.0,30%,Tax Saving,9,74,Mutual Funds,13.53
SWT-00653,34,2643000.0,6118000.0,101500.0,30%,Tax Saving,9,96,Mutual Funds,-3.52
SWT-00654,31,3127000.0,3238000.0,124500.0,30%,Retirement,8,76,Mutual Funds,16.1
SWT-00655,52,2850000.0,9980000.0,139900.0,30%,Tax Saving,6,59,Mutual Funds,17.26
SWT-00656,34,4232000.0,5879000.0,218000.0,30%,Tax Saving,7,76,Mutual Funds,6.01
SWT-00657,46,4156000.0,22802000.0,214200.0,30%,Tax Saving,9,40,Mutual Funds,8.46
SWT-00658,51,2704000.0,9555000.0,103200.0,30%,Retirement,7,63,Mutual Funds,13.86
SWT-00659,46,2719000.0,4376000.0,103000.0,30%,Tax Saving,6,58,Mutual Funds,11.59
SWT-00660,71,725000.0,2605000.0,20300.0,5%,Retirement,3,32,Bonds,5.97
SWT-00661,39,2530000.0,6395000.0,84100.0,30%,Wealth Creation,8,83,Mutual Funds,9.9
SWT-00662,30,1559000.0,1695000.0,44800.0,30%,Retirement,7,109,Mutual Funds,21.23
SWT-00663,50,3044000.0,11935000.0,125200.0,30%,Wealth Creation,6,69,Mutual Funds,8.25
SWT-00664,46,3043000.0,9207000.0,141500.0,30%,Retirement,6,73,Gold,16.72
SWT-00665,28,2864000.0,4753000.0,113100.0,30%,Retirement,10,106,Equity/Stocks,29.28
SWT-00666,44,4530000.0,19016000.0,244800.0,30%,Retirement,8,88,Mutual Funds,16.14
SWT-00667,44,2873000.0,11244000.0,117400.0,30%,Tax Saving,8,83,Mutual Funds,5.69
SWT-00668,47,5995000.0,25000000.0,358400.0,30%,Wealth Creation,8,78,Mutual Funds,16.58
SWT-00669,46,3121000.0,13931000.0,115800.0,30%,Retirement,8,85,Gold,10.25
SWT-00670,29,1544000.0,627000.0,51600.0,30%,Short-term Gain,8,63,Gold,0.12
SWT-00671,32,2099000.0,2035000.0,73100.0,30%,Wealth Creation,8,115,Mutual Funds,3.66
SWT-00672,53,2433000.0,6150000.0,98600.0,30%,Retirement,8,88,Mutual Funds,13.5
SWT-00673,25,2564000.0,800000.0,92600.0,30%,Retirement,10,106,Equity/Stocks,12.91
SWT-00674,70,1369000.0,9266000.0,41600.0,20%,Retirement,3,18,Bonds,4.98
SWT-00675,36,2456000.0,3474000.0,92300.0,30%,Retirement,8,100,Mutual Funds,17.52
SWT-00676,30,2283000.0,2812000.0,77000.0,30%,Retirement,10,90,Equity/Stocks,3.98
SWT-00677,55,2303000.0,15559000.0,76100.0,30%,Retirement,9,77,Mutual Funds,8.8
SWT-00678,53,3554000.0,17425000.0,154200.0,30%,Wealth Creation,9,57,Mutual Funds,7.66
SWT-00679,40,3482000.0,13972000.0,158400.0,30%,Retirement,7,105,Mutual Funds,14.16
SWT-00680,41,4152000.0,16957000.0,193700.0,30%,Retirement,9,67,Mutual Funds,1.29
SWT-00681,41,2571000.0,6554000.0,96800.0,30%,Tax Saving,8,82,Mutual Funds,8.72
SWT-00682,31,3613000.0,6831000.0,140900.0,30%,Wealth Creation,10,72,Mutual Funds,0.65
SWT-00683,65,1371000.0,10225000.0,40400.0,20%,Short-term Gain,5,47,Gold,7.06
SWT-00684,57,1644000.0,4588000.0,57400.0,30%,Retirement,5,50,Gold,10.17
SWT-00685,53,1859000.0,4384000.0,66300.0,30%,Retirement,7,79,Gold,10.58
SWT-00686,56,2620000.0,8131000.0,101500.0,30%,Retirement,8,61,Mutual Funds,7.44
SWT-00687,39,4127000.0,17658000.0,208200.0,30%,Tax Saving,8,96,Mutual Funds,14.48
SWT-00688,23,1658000.0,246000.0,50100.0,30%,Retirement,9,89,Mutual Funds,10.4
SWT-00689,26,1870000.0,662000.0,71500.0,30%,Retirement,8,92,Mutual Funds,19.09
SWT-00690,45,2706000.0,3921000.0,125000.0,30%,Retirement,8,74,Mutual Funds,10.77
SWT-00691,27,2685000.0,1403000.0,107400.0,30%,Wealth Creation,9,104,Mutual Funds,-6.16
SWT-00692,48,2469000.0,9767000.0,113200.0,30%,Tax Saving,6,71,Mutual Funds,15.85
SWT-00693,29,1980000.0,1493000.0,64700.0,30%,Retirement,9,105,Equity/Stocks,9.35
SWT-00694,44,1884000.0,4733000.0,57500.0,30%,Wealth Creation,8,81,Mutual Funds,9.97
SWT-00695,39,2339000.0,4023000.0,81800.0,30%,Retirement,7,87,Mutual Funds,13.25
SWT-00696,32,3662000.0,8517000.0,166400.0,30%,Wealth Creation,9,82,Mutual Funds,3.04
SWT-00697,46,2983000.0,11443000.0,146900.0,30%,Retirement,5,70,Gold,8.22
SWT-00698,60,1897000.0,9526000.0,63100.0,30%,Retirement,8,82,Gold,9.99
SWT-00699,63,3320000.0,21924000.0,135700.0,30%,Retirement,6,32,Gold,9.18
SWT-00700,31,2039000.0,2471000.0,66200.0,30%,Retirement,8,96,Mutual Funds,8.16
SWT-00701,42,4531000.0,20258000.0,258600.0,30%,Tax Saving,5,77,Bonds,6.69
SWT-00702,43,4528000.0,13077000.0,255600.0,30%,Retirement,9,100,Equity/Stocks,3.31
SWT-00703,56,2659000.0,13554000.0,100400.0,30%,Retirement,7,72,Gold,5.82
SWT-00704,29,1454000.0,1258000.0,38200.0,20%,Wealth Creation,8,94,Mutual Funds,10.74
SWT-00705,55,5531000.0,25000000.0,272500.0,30%,Retirement,7,69,Gold,9.03
SWT-00706,33,2901000.0,5137000.0,135300.0,30%,Tax Saving,10,87,Mutual Funds,9.46
SWT-00707,44,2612000.0,5332000.0,107400.0,30%,Retirement,8,73,Mutual Funds,18.36
SWT-00708,46,3934000.0,12199000.0,190400.0,30%,Tax Saving,7,56,Bonds,5.91
SWT-00709,36,3382000.0,6273000.0,172300.0,30%,Retirement,8,103,Mutual Funds,11.92
SWT-00710,40,4314000.0,15233000.0,253400.0,30%,Retirement,8,87,Mutual Funds,12.95
SWT-00711,34,2113000.0,2779000.0,74800.0,30%,Wealth Creation,10,84,Mutual Funds,16.12
SWT-00712,53,3035000.0,9104000.0,127000.0,30%,Retirement,7,69,Gold,8.84
SWT-00713,30,1645000.0,884000.0,50600.0,30%,Retirement,10,112,Equity/Stocks,-7.03
SWT-00714,24,2557000.0,315000.0,96400.0,30%,Retirement,10,116,Equity/Stocks,27.47
SWT-00715,55,2639000.0,3827000.0,91100.0,30%,Short-term Gain,7,53,Gold,8.42
SWT-00716,44,3170000.0,9832000.0,119600.0,30%,Retirement,10,47,Mutual Funds,15.81
SWT-00717,34,2493000.0,8515000.0,82000.0,30%,Retirement,10,99,Mutual Funds,8.94
SWT-00718,42,2655000.0,13090000.0,113300.0,30%,Wealth Creation,10,76,Mutual Funds,-0.01
SWT-00719,44,2195000.0,4011000.0,69300.0,30%,Short-term Gain,7,82,Gold,0.07
SWT-00720,36,3479000.0,8076000.0,180900.0,30%,Retirement,10,104,Equity/Stocks,3.26
SWT-00721,48,4634000.0,13973000.0,231300.0,30%,Retirement,7,84,Mutual Funds,14.2
SWT-00722,37,2294000.0,2611000.0,96100.0,30%,Retirement,8,106,Equity/Stocks,28.18
SWT-00723,31,2935000.0,2436000.0,117400.0,30%,Short-term Gain,6,98,Mutual Funds,12.97
SWT-00724,43,3318000.0,9805000.0,127300.0,30%,Retirement,8,100,Mutual Funds,5.63
SWT-00725,34,2619000.0,3842000.0,112700.0,30%,Tax Saving,7,101,Mutual Funds,7.41
SWT-00726,19,1108000.0,10000.0,35200.0,5%,Retirement,9,120,Mutual Funds,19.58
SWT-00727,51,1852000.0,7194000.0,57900.0,30%,Retirement,5,60,Bonds,3.93
SWT-00728,51,2188000.0,6585000.0,76700.0,30%,Retirement,9,59,Mutual Funds,23.98
SWT-00729,49,1442000.0,3680000.0,41300.0,20%,Retirement,7,99,Mutual Funds,21.29
SWT-00730,33,4022000.0,5262000.0,194200.0,30%,Retirement,10,96,Equity/Stocks,39.9
SWT-00731,41,3216000.0,5690000.0,140000.0,30%,Retirement,7,92,Mutual Funds,13.49
SWT-00732,28,2270000.0,962000.0,80700.0,30%,Retirement,10,94,Equity/Stocks,10.44
SWT-00733,38,1378000.0,2527000.0,35800.0,20%,Retirement,5,85,Gold,9.07
SWT-00734,38,1549000.0,2129000.0,46700.0,30%,Retirement,8,54,Mutual Funds,16.57
SWT-00735,53,2739000.0,5914000.0,115300.0,30%,Tax Saving,6,57,Mutual Funds,8.34
SWT-00736,21,3578000.0,10000.0,160700.0,30%,Retirement,9,102,Mutual Funds,4.96
SWT-00737,57,2050000.0,5210000.0,70000.0,30%,Retirement,6,64,Gold,7.08
SWT-00738,45,3823000.0,25000000.0,167700.0,30%,Short-term Gain,6,83,Mutual Funds,7.75
SWT-00739,40,2432000.0,4448000.0,87300.0,30%,Retirement,7,65,Mutual Funds,17.98
SWT-00740,52,2826000.0,14724000.0,127200.0,30%,Wealth Creation,6,71,Mutual Funds,8.5
SWT-00741,51,4143000.0,25000000.0,186800.0,30%,Short-term Gain,7,82,Mutual Funds,12.0
SWT-00742,37,2454000.0,3297000.0,98300.0,30%,Retirement,9,116,Equity/Stocks,25.53
SWT-00743,54,2166000.0,8262000.0,78000.0,30%,Retirement,7,73,Gold,12.45
SWT-00744,43,4549000.0,22142000.0,243100.0,30%,Short-term Gain,9,77,Mutual Funds,12.74
SWT-00745,42,2919000.0,8495000.0,113000.0,30%,Short-term Gain,6,58,Bonds,6.0
SWT-00746,66,2929000.0,20481000.0,117200.0,30%,Retirement,5,68,Gold,4.95
SWT-00747,63,1795000.0,4825000.0,59700.0,30%,Short-term Gain,7,65,Mutual Funds,16.84
SWT-00748,64,3416000.0,25000000.0,145900.0,30%,Retirement,6,51,Bonds,7.14
SWT-00749,31,2684000.0,2697000.0,108800.0,30%,Tax Saving,8,71,Mutual Funds,1.06
SWT-00750,53,3150000.0,16222000.0,139500.0,30%,Tax Saving,8,58,Mutual Funds,21.34
SWT-00751,49,2982000.0,15745000.0,145400.0,30%,Tax Saving,6,74,Mutual Funds,8.09
SWT-00752,41,2432000.0,7266000.0,93800.0,30%,Wealth Creation,7,82,Gold,10.07
SWT-00753,34,2611000.0,4604000.0,86200.0,30%,Tax Saving,9,68,Mutual Funds,11.96
SWT-00754,27,1940000.0,1323000.0,72700.0,30%,Retirement,9,105,Equity/Stocks,13.82
SWT-00755,45,3942000.0,19831000.0,186900.0,30%,Tax Saving,7,55,Mutual Funds,10.42
SWT-00756,48,2696000.0,15703000.0,123800.0,30%,Retirement,7,87,Mutual Funds,6.32
SWT-00757,43,1790000.0,3873000.0,66500.0,30%,Wealth Creation,6,74,Mutual Funds,14.05
SWT-00758,41,1670000.0,3377000.0,52000.0,30%,Tax Saving,7,72,Mutual Funds,10.01
SWT-00759,37,1577000.0,3198000.0,53000.0,30%,Retirement,9,100,Mutual Funds,3.72
SWT-00760,33,3124000.0,4231000.0,126500.0,30%,Retirement,9,96,Equity/Stocks,2.89
SWT-00761,34,1807000.0,1424000.0,60300.0,30%,Retirement,10,110,Equity/Stocks,-0.88
SWT-00762,38,3057000.0,8375000.0,135500.0,30%,Retirement,9,88,Mutual Funds,8.38
SWT-00763,44,3027000.0,8869000.0,138000.0,30%,Short-term Gain,7,76,Gold,9.69
SWT-00764,55,2604000.0,7312000.0,108600.0,30%,Tax Saving,5,53,Bonds,4.65
SWT-00765,38,3195000.0,9040000.0,138300.0,30%,Wealth Creation,7,83,Mutual Funds,16.59
SWT-00766,52,2921000.0,20216000.0,144000.0,30%,Wealth Creation,6,84,Mutual Funds,10.92
SWT-00767,62,963000.0,1704000.0,25700.0,5%,Retirement,3,37,Bonds,5.21
SWT-00768,32,2265000.0,3861000.0,72200.0,30%,Retirement,10,104,Mutual Funds,11.61
SWT-00769,28,2626000.0,846000.0,91000.0,30%,Retirement,10,90,Mutual Funds,20.29
SWT-00770,43,4884000.0,17965000.0,295700.0,30%,Retirement,10,61,Mutual Funds,2.86
SWT-00771,36,4634000.0,23925000.0,244200.0,30%,Retirement,7,85,Mutual Funds,20.15
SWT-00772,53,1772000.0,5078000.0,59500.0,30%,Retirement,8,74,Mutual Funds,16.86
SWT-00773,52,2483000.0,9689000.0,90400.0,30%,Retirement,9,72,Mutual Funds,11.37
SWT-00774,52,1682000.0,6647000.0,52700.0,30%,Tax Saving,6,45,Mutual Funds,17.25
SWT-00775,47,4700000.0,12611000.0,235500.0,30%,Tax Saving,8,79,Mutual Funds,9.7
SWT-00776,51,3884000.0,19645000.0,192700.0,30%,Retirement,8,74,Mutual Funds,13.09
SWT-00777,29,2627000.0,2455000.0,101900.0,30%,Retirement,9,85,Equity/Stocks,8.43
SWT-00778,43,3047000.0,17653000.0,132400.0,30%,Tax Saving,7,59,Mutual Funds,16.55
SWT-00779,43,4495000.0,11593000.0,240300.0,30%,Tax Saving,7,72,Mutual Funds,7.81
SWT-00780,41,4212000.0,12631000.0,203800.0,30%,Tax Saving,5,78,Bonds,5.44
SWT-00781,26,3155000.0,1342000.0,119100.0,30%,Retirement,9,104,Equity/Stocks,22.12
SWT-00782,38,3214000.0,5335000.0,121500.0,30%,Tax Saving,7,70,Mutual Funds,16.97
SWT-00783,42,2573000.0,9840000.0,123700.0,30%,Tax Saving,7,78,Mutual Funds,7.21
SWT-00784,39,3590000.0,9907000.0,183700.0,30%,Tax Saving,8,93,Mutual Funds,15.7
SWT-00785,34,3392000.0,5181000.0,166700.0,30%,Tax Saving,7,70,Mutual Funds,6.37
SWT-00786,36,2542000.0,3797000.0,92600.0,30%,Retirement,9,90,Equity/Stocks,-9.63
SWT-00787,32,2245000.0,2185000.0,81800.0,30%,Short-term Gain,9,109,Mutual Funds,7.06
SWT-00788,46,4164000.0,15144000.0,193600.0,30%,Tax Saving,7,57,Mutual Funds,15.86
SWT-00789,48,4900000.0,16532000.0,237600.0,30%,Retirement,7,84,Gold,7.96
SWT-00790,49,2249000.0,6583000.0,78100.0,30%,Retirement,6,86,Mutual Funds,8.9
SWT-00791,24,1899000.0,361000.0,71500.0,30%,Retirement,10,102,Equity/Stocks,15.16
SWT-00792,61,2628000.0,10267000.0,109600.0,30%,Retirement,6,50,Gold,8.07
SWT-00793,61,2744000.0,15167000.0,101000.0,30%,Tax Saving,6,67,Mutual Funds,14.52
SWT-00794,49,2419000.0,8810000.0,88700.0,30%,Short-term Gain,8,71,Mutual Funds,2.51
SWT-00795,45,5299000.0,21063000.0,304200.0,30%,Short-term Gain,7,45,Gold,7.64
SWT-00796,54,3092000.0,13658000.0,124800.0,30%,Retirement,5,57,Gold,8.37
SWT-00797,31,2915000.0,7797000.0,120500.0,30%,Retirement,10,103,Equity/Stocks,-1.75
SWT-00798,56,4586000.0,25000000.0,249400.0,30%,Tax Saving,7,72,Mutual Funds,4.3
SWT-00799,51,2433000.0,6072000.0,94700.0,30%,Tax Saving,6,54,Bonds,5.03
SWT-00800,52,2699000.0,7809000.0,109000.0,30%,Tax Saving,7,63,Mutual Funds,11.54
SWT-00801,38,1859000.0,2185000.0,59400.0,30%,Retirement,9,99,Mutual Funds,11.57
SWT-00802,51,2658000.0,14678000.0,99800.0,30%,Wealth Creation,8,70,Mutual Funds,8.4
SWT-00803,27,1388000.0,553000.0,38500.0,20%,Tax Saving,7,72,Mutual Funds,8.38
SWT-00804,55,3377000.0,18680000.0,130900.0,30%,Tax Saving,5,72,Mutual Funds,9.72
SWT-00805,23,2300000.0,557000.0,83900.0,30%,Tax Saving,8,96,Mutual Funds,13.17
SWT-00806,46,2652000.0,8330000.0,110900.0,30%,Retirement,7,86,Mutual Funds,18.0
SWT-00807,60,2328000.0,13725000.0,76600.0,30%,Retirement,8,46,Gold,-0.26
SWT-00808,32,3205000.0,5719000.0,141100.0,30%,Retirement,8,88,Mutual Funds,14.98
SWT-00809,59,1710000.0,5240000.0,59400.0,30%,Retirement,5,59,Gold,7.67
SWT-00810,45,3096000.0,14990000.0,111800.0,30%,Wealth Creation,7,72,Mutual Funds,14.24
SWT-00811,49,3576000.0,11502000.0,159800.0,30%,Retirement,6,52,Gold,11.84
SWT-00812,59,1390000.0,7537000.0,48000.0,20%,Wealth Creation,5,24,Bonds,4.59
SWT-00813,24,2572000.0,540000.0,103900.0,30%,Wealth Creation,8,115,Mutual Funds,16.77
SWT-00814,47,1691000.0,3617000.0,46800.0,30%,Short-term Gain,8,78,Gold,3.33
SWT-00815,37,2640000.0,3543000.0,108800.0,30%,Retirement,8,99,Mutual Funds,12.21
SWT-00816,50,1954000.0,4332000.0,63200.0,30%,Retirement,10,90,Equity/Stocks,11.61
SWT-00817,24,3266000.0,847000.0,150000.0,30%,Wealth Creation,8,104,Mutual Funds,11.76
SWT-00818,40,1958000.0,1648000.0,63700.0,30%,Tax Saving,10,85,Mutual Funds,5.27
SWT-00819,43,1704000.0,3349000.0,55400.0,30%,Tax Saving,9,88,Mutual Funds,14.1
SWT-00820,30,2509000.0,2131000.0,91900.0,30%,Retirement,8,109,Equity/Stocks,31.22
SWT-00821,43,2531000.0,8938000.0,97200.0,30%,Wealth Creation,7,76,Mutual Funds,6.43
SWT-00822,41,1766000.0,4027000.0,55800.0,30%,Tax Saving,7,100,Mutual Funds,12.49
SWT-00823,47,3419000.0,10372000.0,149700.0,30%,Tax Saving,6,50,Bonds,6.61
