request_id,payload_size_bytes,special_char_ratio,requests_per_minute,unique_endpoints_last_5min,hour_of_day,response_time_ms,failed_requests_ratio,is_anomaly
REQ-003019,130.1,0.07,1.04,3,9,98.1,0.0257,0
REQ-003020,100.5,0.0608,3.13,2,6,71.3,0.0363,0
REQ-003021,127.4,0.0936,0.1,3,20,53.4,0.0064,0
REQ-003022,183.3,0.0514,0.1,2,8,63.9,0.025,0
REQ-003023,216.8,0.0033,2.1,1,9,76.1,0.0353,0
REQ-003024,114.0,0.0234,0.88,2,10,126.7,0.0086,0
REQ-003025,160.6,0.0356,0.45,3,12,93.0,0.0064,0
REQ-003026,182.0,0.0286,2.35,3,9,110.7,0.0883,0
REQ-003027,53.2,0.0892,0.3,2,6,83.7,0.0243,0
REQ-003028,59.2,0.1189,0.1,1,9,130.1,0.0214,0
REQ-003029,58.9,0.0564,0.12,3,11,76.8,0.0032,0
REQ-003030,181.0,0.0633,1.06,1,18,50.7,0.0107,0
REQ-003031,215.8,0.0522,6.07,2,12,105.4,0.0058,0
REQ-003032,154.2,0.0452,0.92,2,19,192.8,0.0471,0
REQ-003033,126.9,0.066,1.83,3,22,74.2,0.0508,0
REQ-003034,283.6,0.0598,0.43,1,12,104.4,0.0089,0
REQ-003035,50.0,0.013,0.58,2,8,82.9,0.0186,0
REQ-003036,269.6,0.0739,1.24,1,20,100.0,0.1271,0
REQ-003037,126.4,0.0165,2.79,1,12,71.7,0.0421,0
REQ-003038,101.8,0.0373,3.7,2,21,97.0,0.0287,0
REQ-003039,156.7,0.0917,3.52,2,9,77.2,0.1073,0
REQ-003040,453.7,0.0557,1.0,2,18,63.8,0.0734,0
REQ-003041,196.9,0.0952,0.97,2,9,90.4,0.0014,0
REQ-003042,134.3,0.1071,0.76,3,12,136.0,0.0347,0
REQ-003043,79.2,0.088,4.49,2,13,65.2,0.0214,0
REQ-003044,142.9,0.0495,1.65,2,13,70.6,0.0677,0
REQ-003045,155.3,0.1323,4.99,2,11,101.7,0.039,0
REQ-003046,393.0,0.0527,2.5,2,8,49.9,0.0082,0
REQ-003047,150.2,0.0397,4.32,3,6,154.7,0.0156,0
REQ-003048,113.6,0.0267,2.7,2,9,109.5,0.0169,0
REQ-003049,213.1,0.0615,2.94,3,6,108.4,0.0038,0
REQ-003050,90.1,0.0317,2.11,1,21,157.9,0.0064,0
REQ-003051,76.9,0.0695,2.1,3,12,195.8,0.0205,0
REQ-003052,186.2,0.0934,2.51,3,7,67.6,0.0411,0
REQ-003053,80.0,0.051,4.89,3,17,131.1,0.0087,0
REQ-003054,500.0,0.3386,20.14,39,8,100.0,0.6282,1
REQ-003055,209.2,0.1241,2.88,1,10,208.0,0.0028,0
REQ-003056,105.3,0.0357,0.81,3,17,74.0,0.0265,0
REQ-003057,163.9,0.087,2.1,1,12,93.5,0.0145,0
REQ-003058,153.2,0.0338,9.27,3,22,87.7,0.0087,0
REQ-003059,50.0,0.1289,0.34,2,14,36.8,0.0171,0
REQ-003060,52.3,0.15,0.81,1,15,145.0,0.0408,0
REQ-003061,92.9,0.1478,4.75,3,12,109.7,0.026,0
REQ-003062,154.4,0.0844,1.25,3,11,186.9,0.0001,0
REQ-003063,174.8,0.0209,0.49,2,17,213.6,0.0317,0
REQ-003064,175.7,0.099,1.03,2,9,86.5,0.0074,0
REQ-003065,143.7,0.0493,1.27,1,6,76.4,0.0181,0
REQ-003066,60.8,0.0669,1.32,3,6,57.7,0.0094,0
REQ-003067,199.8,0.0337,12.16,2,15,95.6,0.0475,0
REQ-003068,542.0,0.0196,0.69,3,19,98.4,0.0489,0
REQ-003069,467.9,0.0167,0.87,2,14,118.9,0.0153,0
REQ-003070,157.2,0.0057,4.74,2,14,198.2,0.0121,0
REQ-003071,62.5,0.0428,0.12,1,8,110.2,0.0428,0
REQ-003072,159.4,0.0203,3.16,2,12,123.5,0.0323,0
REQ-003073,95.4,0.0062,0.49,3,18,42.2,0.0022,0
REQ-003074,149.6,0.0706,2.84,2,8,100.6,0.0099,0
REQ-003075,142.8,0.0833,1.46,1,15,96.8,0.0177,0
REQ-003076,364.7,0.0305,0.35,2,11,99.2,0.0093,0
REQ-003077,50.0,0.0608,0.82,1,16,101.7,0.0107,0
REQ-003078,50.0,0.058,1.34,3,21,69.6,0.0185,0
REQ-003079,63.2,0.0476,0.72,2,18,65.0,0.0703,0
REQ-003080,168.1,0.15,3.28,1,15,61.1,0.0379,0
REQ-003081,70.2,0.0833,0.19,1,20,165.7,0.0101,0
REQ-003082,130.5,0.0127,0.69,2,22,136.9,0.0077,0
REQ-003083,290.1,0.0558,6.25,3,20,124.7,0.0084,0
REQ-003084,162.0,0.0885,0.73,2,18,69.0,0.0565,0
REQ-003085,219.3,0.0432,3.04,3,22,86.3,0.0295,0
REQ-003086,113.3,0.0063,1.68,1,7,68.7,0.0124,0
REQ-003087,97.9,0.0696,2.45,2,15,50.0,0.0074,0
REQ-003088,123.7,0.0359,0.91,2,8,44.7,0.0951,0
REQ-003089,137.0,0.0565,2.73,3,17,48.6,0.0069,0
REQ-003090,98.9,0.042,2.69,1,19,74.3,0.0195,0
REQ-003091,128.3,0.0084,0.1,1,10,59.7,0.0664,0
REQ-003092,247.3,0.0252,0.1,3,18,55.7,0.0449,0
REQ-003093,222.6,0.0487,15.0,1,14,132.3,0.0218,0
REQ-003094,112.2,0.1132,2.18,1,22,80.8,0.0051,0
REQ-003095,227.3,0.0129,2.65,3,16,40.3,0.0737,0
REQ-003096,150.7,0.0628,0.48,2,7,120.6,0.0386,0
REQ-003097,403.0,0.0552,1.45,2,12,107.5,0.0149,0
REQ-003098,156.3,0.0551,4.54,1,8,73.9,0.0378,0
REQ-003099,139.9,0.0302,1.4,1,7,59.4,0.0003,0
REQ-003100,128.7,0.0725,0.1,1,17,54.5,0.0125,0
REQ-003101,140.7,0.0467,2.56,3,6,106.2,0.0056,0
REQ-003102,70.3,0.0932,1.78,1,17,94.2,0.0005,0
REQ-003103,102.2,0.0151,1.27,3,17,67.3,0.0216,0
REQ-003104,50.0,0.0604,4.21,2,20,99.0,0.0407,0
REQ-003105,143.4,0.0216,5.02,2,15,25.4,0.0132,0
REQ-003106,267.1,0.0309,1.94,3,14,114.0,0.0073,0
REQ-003107,94.0,0.1163,0.1,2,16,66.4,0.0032,0
REQ-003108,50.0,0.0486,4.57,1,6,88.1,0.0188,0
REQ-003109,118.2,0.1053,5.24,2,12,56.9,0.041,0
REQ-003110,122.8,0.0662,1.5,3,6,42.2,0.1073,0
REQ-003111,184.9,0.046,1.6,1,14,81.0,0.01,0
REQ-003112,246.8,0.085,1.37,1,9,103.0,0.0711,0
REQ-003113,228.9,0.0054,1.49,1,22,105.5,0.0111,0
REQ-003114,143.8,0.0283,0.98,1,9,201.5,0.0009,0
REQ-003115,50.0,0.0435,0.1,3,6,75.7,0.0282,0
REQ-003116,122.1,0.0697,6.85,2,6,261.6,0.056,0
REQ-003117,110.9,0.0445,2.76,1,22,99.5,0.0489,0
REQ-003118,525.4,0.0399,0.2,2,13,85.5,0.0313,0
REQ-003119,176.7,0.0576,0.1,1,17,51.5,0.0056,0
REQ-003120,164.4,0.15,0.2,1,11,57.3,0.0116,0
REQ-003121,86.2,0.0661,2.82,3,21,129.8,0.0044,0
REQ-003122,333.7,0.043,1.67,1,13,65.9,0.0438,0
REQ-003123,160.2,0.0809,0.37,1,15,83.7,0.015,0
REQ-003124,352.6,0.0129,0.93,1,18,120.9,0.0081,0
REQ-003125,139.9,0.0178,1.44,3,7,63.1,0.0113,0
REQ-003126,50.0,0.0603,1.9,2,21,73.3,0.0119,0
REQ-003127,205.9,0.0739,0.59,2,18,73.6,0.0095,0
REQ-003128,392.3,0.0101,0.14,3,13,63.8,0.0159,0
REQ-003129,82.3,0.0561,2.59,2,15,57.0,0.0097,0
REQ-003130,50.0,0.0523,1.48,3,8,88.4,0.083,0
REQ-003131,281.6,0.0564,1.16,3,12,91.5,0.0024,0
REQ-003132,169.9,0.0302,6.14,3,17,84.8,0.0362,0
REQ-003133,107.2,0.0436,1.39,3,12,109.0,0.01,0
REQ-003134,72.8,0.0502,2.14,3,17,20.0,0.01,0
REQ-003135,134.1,0.0775,0.53,2,22,94.0,0.011,0
REQ-003136,253.0,0.0155,0.81,3,15,98.7,0.0089,0
REQ-003137,141.5,0.0328,0.49,1,20,81.7,0.0418,0
REQ-003138,50.0,0.15,1.57,2,12,65.9,0.0007,0
REQ-003139,2703.1,0.5004,68.81,16,17,487.8,0.7481,1
REQ-003140,253.6,0.0286,0.21,3,20,53.2,0.0418,0
REQ-003141,557.8,0.1124,2.53,1,17,84.3,0.0213,0
REQ-003142,234.9,0.15,3.93,3,16,206.3,0.0161,0
REQ-003143,139.1,0.0625,0.32,2,9,109.6,0.023,0
REQ-003144,114.3,0.0617,2.33,2,12,83.9,0.0053,0
REQ-003145,6430.1,0.6702,43.35,19,21,100.0,0.4436,1
REQ-003146,273.1,0.1057,0.42,3,6,129.2,0.0124,0
REQ-003147,73.5,0.038,3.89,3,12,148.8,0.0196,0
REQ-003148,108.3,0.0373,1.78,3,12,69.6,0.0036,0
REQ-003149,149.2,0.0663,0.76,1,19,90.0,0.0045,0
REQ-003150,220.9,0.0219,0.11,1,14,144.5,0.0025,0
REQ-003151,173.8,0.0318,1.25,2,18,163.5,0.0096,0
REQ-003152,84.4,0.1329,0.16,2,21,76.3,0.0195,0
REQ-003153,144.1,0.1307,0.81,1,12,60.3,0.0666,0
REQ-003154,269.7,0.0811,2.46,2,12,73.8,0.1267,0
REQ-003155,212.1,0.0164,1.71,2,15,105.7,0.0063,0
REQ-003156,124.3,0.0312,0.66,1,9,137.5,0.0246,0
REQ-003157,50.0,0.1037,0.6,3,15,37.0,0.0076,0
REQ-003158,116.1,0.0923,3.16,3,7,95.2,0.0271,0
REQ-003159,194.0,0.0331,0.29,3,15,112.3,0.0056,0
REQ-003160,108.0,0.1387,0.87,1,16,265.9,0.0282,0
REQ-003161,79.8,0.0511,3.39,2,20,85.8,0.0017,0
REQ-003162,62.2,0.0079,0.55,1,18,76.6,0.0297,0
REQ-003163,285.5,0.111,1.58,2,18,80.7,0.0051,0
REQ-003164,186.0,0.0863,4.93,2,22,66.7,0.0135,0
REQ-003165,190.2,0.0186,1.28,3,14,99.8,0.0254,0
REQ-003166,89.8,0.038,5.59,2,15,77.4,0.0107,0
REQ-003167,239.7,0.0106,0.56,3,22,96.2,0.0121,0
REQ-003168,132.4,0.0418,1.46,2,6,102.5,0.0005,0
REQ-003169,259.0,0.0346,0.12,1,12,125.5,0.0091,0
REQ-003170,137.3,0.15,0.74,3,22,144.0,0.0135,0
REQ-003171,81.6,0.1062,0.18,1,7,71.4,0.0548,0
REQ-003172,364.1,0.0672,1.59,2,18,47.4,0.0462,0
REQ-003173,185.9,0.0823,1.76,1,7,121.0,0.0023,0
REQ-003174,297.0,0.0655,0.1,1,11,180.2,0.0091,0
REQ-003175,131.9,0.0192,3.81,2,11,59.5,0.0008,0
REQ-003176,53.9,0.0818,0.37,3,21,80.2,0.1048,0
REQ-003177,197.9,0.0417,2.38,1,18,138.3,0.0078,0
REQ-003178,50.0,0.0433,1.78,3,19,85.7,0.0114,0
REQ-003179,50.0,0.0213,2.21,3,14,96.3,0.0744,0
REQ-003180,236.8,0.0129,0.89,3,16,102.0,0.0534,0
REQ-003181,326.1,0.0617,0.43,1,9,61.1,0.0106,0
REQ-003182,65.4,0.0145,1.06,2,17,70.0,0.0022,0
REQ-003183,50.0,0.0438,2.8,3,16,87.2,0.031,0
REQ-003184,173.3,0.0808,1.89,3,11,223.5,0.0143,0
REQ-003185,382.8,0.0878,0.34,3,13,83.0,0.0352,0
REQ-003186,112.5,0.0287,1.21,2,21,110.4,0.0343,0
REQ-003187,179.7,0.0267,0.9,2,12,48.0,0.03,0
REQ-003188,343.0,0.023,0.11,1,19,58.8,0.1359,0
REQ-003189,224.2,0.0638,1.91,2,9,90.0,0.0058,0
REQ-003190,1960.0,0.4655,57.81,9,13,566.7,0.4411,1
REQ-003191,173.7,0.0288,1.04,1,15,86.0,0.001,0
REQ-003192,188.1,0.0794,2.13,2,19,167.5,0.0427,0
REQ-003193,442.6,0.0648,1.72,1,7,102.8,0.0929,0
REQ-003194,113.5,0.028,1.83,1,16,61.8,0.0562,0
REQ-003195,654.0,0.0501,6.57,3,8,78.9,0.0069,0
REQ-003196,266.4,0.1257,1.4,2,20,130.2,0.0455,0
REQ-003197,120.0,0.0045,0.19,2,22,112.9,0.0067,0
REQ-003198,124.7,0.0574,1.34,3,6,79.8,0.0332,0
REQ-003199,50.0,0.0282,1.84,1,18,56.7,0.0073,0
REQ-003200,371.3,0.0509,0.65,1,21,139.9,0.0376,0
REQ-003201,129.1,0.0506,6.41,2,6,86.1,0.0148,0
REQ-003202,214.1,0.1195,0.27,3,15,207.9,0.0011,0
REQ-003203,311.6,0.0267,0.3,1,19,71.0,0.0428,0
REQ-003204,235.0,0.0476,1.2,2,22,95.2,0.0136,0
REQ-003205,220.9,0.0575,0.63,1,19,71.0,0.0221,0
REQ-003206,70.0,0.0667,0.68,3,10,64.5,0.0754,0
REQ-003207,256.0,0.087,0.39,1,12,70.2,0.0409,0
REQ-003208,229.3,0.0434,0.22,2,10,124.6,0.0096,0
REQ-003209,149.4,0.0335,0.29,3,13,122.8,0.0037,0
REQ-003210,168.9,0.0069,2.45,1,17,42.0,0.0059,0
REQ-003211,226.5,0.046,0.24,3,11,144.4,0.012,0
REQ-003212,55.1,0.0139,2.18,1,22,67.2,0.0543,0
REQ-003213,229.5,0.0152,1.16,2,7,85.4,0.0034,0
REQ-003214,1064.9,0.4279,24.72,18,2,624.9,0.6994,1
REQ-003215,226.0,0.0884,1.1,3,19,163.6,0.033,0
REQ-003216,100.5,0.0074,1.13,1,14,158.5,0.0393,0
REQ-003217,81.5,0.0615,0.61,3,8,91.8,0.0159,0
REQ-003218,334.5,0.0082,2.35,2,17,98.7,0.0677,0
REQ-003219,196.6,0.087,2.07,1,20,87.2,0.0062,0
REQ-003220,206.3,0.0946,0.37,1,17,32.8,0.0241,0
REQ-003221,77.1,0.1157,4.57,3,14,106.4,0.0125,0
REQ-003222,148.9,0.0518,7.82,1,8,112.8,0.0132,0
REQ-003223,95.3,0.0139,1.63,3,21,143.7,0.1001,0
REQ-003224,57.4,0.1265,2.9,3,15,130.1,0.0015,0
REQ-003225,1812.6,0.15,16.02,33,12,675.9,0.4854,1
REQ-003226,196.3,0.0271,0.15,2,6,104.1,0.0101,0
REQ-003227,50.0,0.018,0.88,1,14,103.9,0.0326,0
REQ-003228,123.6,0.0703,1.6,2,6,67.1,0.0056,0
REQ-003229,139.9,0.0095,0.33,3,12,79.9,0.0336,0
REQ-003230,187.6,0.0312,1.49,2,7,70.6,0.0241,0
REQ-003231,51.7,0.0235,6.62,3,11,114.5,0.0068,0
REQ-003232,309.5,0.0622,0.36,2,20,100.6,0.0346,0
REQ-003233,293.3,0.0062,1.89,1,17,85.8,0.013,0
REQ-003234,252.2,0.0729,1.69,1,6,93.6,0.0193,0
REQ-003235,192.2,0.0884,2.32,2,10,161.7,0.0031,0
REQ-003236,268.6,0.0721,1.65,1,17,67.7,0.0142,0
REQ-003237,50.0,0.1342,3.49,3,13,64.5,0.0408,0
REQ-003238,94.6,0.0439,1.97,3,6,75.1,0.0604,0
REQ-003239,83.6,0.1057,2.24,1,22,73.0,0.0483,0
REQ-003240,144.0,0.0213,1.52,1,14,111.7,0.0706,0
REQ-003241,158.2,0.0512,0.42,3,7,64.4,0.0144,0
REQ-003242,368.7,0.0397,1.91,1,8,45.3,0.0075,0
REQ-003243,210.9,0.0305,2.64,1,17,62.0,0.1102,0
REQ-003244,465.5,0.15,3.78,1,18,106.9,0.009,0
REQ-003245,99.4,0.1464,0.15,1,7,79.8,0.0016,0
REQ-003246,74.2,0.0838,1.12,2,10,22.0,0.0022,0
REQ-003247,50.0,0.0365,6.96,3,13,139.8,0.068,0
REQ-003248,200.7,0.0346,0.43,2,21,154.2,0.013,0
REQ-003249,385.3,0.0485,2.67,3,19,88.8,0.0165,0
REQ-003250,510.9,0.0398,0.21,3,8,97.6,0.0443,0
REQ-003251,685.1,0.0839,8.47,2,15,119.7,0.0005,0
REQ-003252,169.6,0.0821,0.22,3,15,83.3,0.0075,0
REQ-003253,66.4,0.0241,0.48,2,18,186.8,0.0019,0
REQ-003254,532.2,0.0502,4.98,1,17,103.7,0.0143,0
REQ-003255,149.3,0.0232,0.12,1,13,73.3,0.0022,0
REQ-003256,185.9,0.0672,1.21,3,22,60.9,0.0186,0
REQ-003257,84.9,0.0709,0.23,1,10,86.9,0.0348,0
REQ-003258,283.0,0.1233,2.43,3,12,104.9,0.0629,0
REQ-003259,171.6,0.0496,0.32,2,7,95.8,0.0096,0
REQ-003260,50.0,0.0687,0.1,3,19,85.2,0.0043,0
REQ-003261,85.0,0.0709,1.51,1,6,100.4,0.0091,0
REQ-003262,104.5,0.0593,0.63,3,7,121.3,0.0181,0
REQ-003263,470.7,0.0526,0.1,2,12,101.6,0.0362,0
REQ-003264,81.0,0.0144,2.22,1,17,176.9,0.0033,0
REQ-003265,165.4,0.0096,1.29,1,21,120.3,0.0081,0
REQ-003266,163.5,0.0361,0.22,2,18,97.2,0.0031,0
REQ-003267,148.1,0.052,0.85,2,8,55.8,0.0287,0
REQ-003268,180.4,0.0559,1.44,3,8,108.1,0.0039,0
REQ-003269,80.9,0.0503,1.78,1,19,81.8,0.0212,0
REQ-003270,212.6,0.0061,1.96,2,6,28.4,0.013,0
REQ-003271,207.6,0.1081,0.91,3,12,75.6,0.0168,0
REQ-003272,143.1,0.0924,1.42,1,15,73.5,0.0188,0
REQ-003273,77.4,0.1072,0.1,2,12,70.9,0.0195,0
REQ-003274,194.4,0.041,1.38,1,13,61.4,0.0212,0
REQ-003275,84.2,0.1182,5.0,2,21,83.4,0.0522,0
REQ-003276,60.5,0.0261,0.25,3,7,73.2,0.054,0
REQ-003277,118.2,0.0058,0.4,3,21,97.9,0.0005,0
REQ-003278,186.3,0.1425,1.95,2,21,135.4,0.0031,0
REQ-003279,1408.6,0.7013,24.63,38,15,116.5,0.3967,1
REQ-003280,76.1,0.029,0.84,2,16,81.2,0.0332,0
REQ-003281,113.6,0.0618,0.1,1,16,52.4,0.0089,0
REQ-003282,97.5,0.0516,5.36,1,7,86.0,0.0156,0
REQ-003283,322.0,0.0402,1.34,3,19,72.4,0.0476,0
REQ-003284,140.3,0.0555,3.27,2,7,65.3,0.036,0
REQ-003285,185.6,0.0418,1.09,2,7,141.4,0.0213,0
REQ-003286,50.0,0.141,2.84,1,20,98.2,0.0009,0
REQ-003287,250.3,0.1148,2.22,2,18,53.1,0.0062,0
REQ-003288,82.1,0.0887,1.01,3,11,51.8,0.0123,0
REQ-003289,255.9,0.0582,1.0,2,8,87.7,0.0168,0
REQ-003290,189.2,0.0727,1.6,3,9,103.1,0.0044,0
REQ-003291,65.8,0.0494,3.13,3,16,79.5,0.073,0
REQ-003292,88.2,0.0223,0.3,2,15,73.6,0.0177,0
REQ-003293,167.7,0.0139,1.35,2,15,91.4,0.0044,0
REQ-003294,104.0,0.0546,2.35,2,21,70.0,0.0064,0
REQ-003295,88.8,0.038,0.6,3,20,103.0,0.1082,0
REQ-003296,54.6,0.0724,0.59,2,11,102.1,0.0248,0
REQ-003297,106.4,0.0491,0.38,2,20,199.4,0.0164,0
REQ-003298,181.1,0.0542,0.1,2,16,107.2,0.008,0
REQ-003299,167.9,0.0241,0.32,2,17,153.3,0.0336,0
REQ-003300,87.0,0.0597,2.98,1,19,99.1,0.054,0
REQ-003301,174.2,0.0138,2.3,2,9,114.2,0.0133,0
REQ-003302,50.0,0.0745,0.75,1,21,110.4,0.0195,0
REQ-003303,169.7,0.0933,0.44,3,13,56.5,0.0084,0
REQ-003304,120.5,0.0282,1.12,1,21,72.2,0.0419,0
REQ-003305,91.6,0.0852,0.33,2,14,155.0,0.0205,0
REQ-003306,117.2,0.0954,2.12,3,8,137.1,0.051,0
REQ-003307,184.5,0.012,0.61,3,22,114.0,0.0564,0
REQ-003308,127.4,0.072,4.27,1,21,96.8,0.0257,0
REQ-003309,19480.1,0.5713,17.74,39,7,633.3,0.33,1
REQ-003310,122.0,0.0339,5.08,1,9,101.5,0.0007,0
REQ-003311,104.9,0.0284,2.09,1,15,251.0,0.0274,0
REQ-003312,52.2,0.0872,0.5,1,16,166.6,0.0693,0
REQ-003313,60.4,0.1285,3.06,1,9,172.5,0.0138,0
REQ-003314,194.0,0.0175,3.57,3,16,95.1,0.0467,0
REQ-003315,67.9,0.0639,2.26,1,9,41.0,0.0066,0
REQ-003316,206.5,0.15,0.1,2,19,114.7,0.0218,0
REQ-003317,389.1,0.0753,3.05,2,6,40.7,0.0155,0
REQ-003318,143.0,0.0454,1.99,1,17,69.4,0.0075,0
REQ-003319,116.2,0.0334,1.84,2,7,71.5,0.0224,0
REQ-003320,131.9,0.0963,4.87,2,18,100.9,0.0203,0
REQ-003321,177.4,0.0192,0.74,1,19,136.0,0.0269,0
REQ-003322,471.7,0.0468,5.15,1,15,162.2,0.0221,0
REQ-003323,239.2,0.0578,1.1,3,6,88.0,0.0149,0
REQ-003324,175.1,0.0229,0.32,2,22,157.1,0.0266,0
REQ-003325,193.4,0.0802,0.1,3,9,105.4,0.0725,0
REQ-003326,50.0,0.0296,4.47,2,9,246.0,0.003,0
REQ-003327,169.3,0.0528,1.2,3,16,105.5,0.063,0
REQ-003328,426.1,0.0379,7.2,2,22,107.9,0.007,0
REQ-003329,215.3,0.0636,0.5,1,17,179.1,0.0158,0
REQ-003330,125.3,0.0483,0.78,2,11,75.9,0.039,0
REQ-003331,176.9,0.0119,0.36,3,14,78.0,0.0244,0
REQ-003332,116.9,0.0448,4.87,3,13,138.7,0.0316,0
REQ-003333,121.1,0.1097,1.76,3,7,114.9,0.0315,0
REQ-003334,101.4,0.0265,1.11,1,15,85.8,0.042,0
REQ-003335,170.3,0.1014,6.21,3,22,87.5,0.009,0
REQ-003336,318.5,0.0807,1.53,1,14,57.4,0.0025,0
REQ-003337,166.9,0.0189,0.36,1,12,133.3,0.0071,0
REQ-003338,63.2,0.0588,1.07,3,6,75.2,0.006,0
REQ-003339,284.1,0.0645,2.24,3,17,39.4,0.0093,0
REQ-003340,141.0,0.0124,0.61,3,10,168.1,0.0271,0
REQ-003341,213.4,0.0546,5.69,2,16,115.0,0.0342,0
REQ-003342,90.8,0.0865,0.95,3,7,72.7,0.0359,0
REQ-003343,56.6,0.0642,0.44,3,15,80.7,0.0002,0
REQ-003344,50.0,0.0187,1.84,2,8,43.1,0.0182,0
REQ-003345,74.9,0.15,1.91,3,6,88.8,0.0303,0
REQ-003346,226.0,0.0752,0.71,3,11,107.7,0.0424,0
REQ-003347,116.3,0.057,4.3,1,7,91.8,0.0796,0
REQ-003348,159.4,0.0402,0.55,1,8,75.7,0.0639,0
REQ-003349,416.2,0.0874,1.91,1,14,126.4,0.0263,0
REQ-003350,159.6,0.0639,5.0,2,9,74.8,0.0107,0
REQ-003351,220.2,0.0436,5.6,3,22,100.3,0.0047,0
REQ-003352,90.4,0.0298,0.56,1,17,131.1,0.0473,0
REQ-003353,312.7,0.0895,1.45,3,16,136.3,0.0076,0
REQ-003354,98.3,0.1414,2.8,2,7,153.2,0.0002,0
REQ-003355,174.8,0.0998,0.56,3,10,84.3,0.0158,0
REQ-003356,2691.5,0.5062,15.0,29,20,230.8,0.6169,1
REQ-003357,284.5,0.0461,0.1,2,14,91.7,0.0501,0
REQ-003358,500.0,0.1927,47.02,15,1,567.1,0.5617,1
REQ-003359,178.2,0.053,0.12,3,15,75.2,0.011,0
REQ-003360,265.3,0.0361,0.38,2,17,94.0,0.094,0
REQ-003361,121.2,0.0896,1.14,1,14,100.4,0.0712,0
REQ-003362,118.8,0.0793,1.43,1,17,72.8,0.0107,0
REQ-003363,98.9,0.0315,3.35,3,8,63.3,0.0086,0
REQ-003364,349.9,0.0157,1.89,2,17,103.9,0.0034,0
REQ-003365,861.3,0.3674,69.42,34,23,587.9,0.3,1
REQ-003366,212.9,0.0155,0.54,2,18,40.4,0.012,0
REQ-003367,107.7,0.1133,6.19,1,11,128.7,0.0606,0
REQ-003368,1598.5,0.596,15.0,9,19,245.4,0.6191,1
REQ-003369,50.0,0.0863,0.24,2,8,39.3,0.0161,0
REQ-003370,104.4,0.0986,0.16,3,10,127.7,0.0002,0
REQ-003371,435.5,0.15,2.22,2,9,35.8,0.007,0
REQ-003372,2291.4,0.3055,15.0,14,12,478.8,0.358,1
REQ-003373,188.1,0.064,0.15,2,10,102.4,0.0344,0
REQ-003374,112.4,0.0189,1.1,3,6,55.7,0.0049,0
REQ-003375,80.4,0.1037,0.27,2,7,110.3,0.0314,0
REQ-003376,156.7,0.0529,0.15,2,20,64.3,0.0733,0
REQ-003377,205.5,0.15,0.1,3,9,123.7,0.0201,0
REQ-003378,85.4,0.1213,2.61,1,7,211.3,0.0019,0
REQ-003379,134.0,0.0431,1.86,2,9,129.6,0.0013,0
REQ-003380,168.5,0.085,0.26,2,16,49.2,0.026,0
REQ-003381,171.8,0.0612,6.53,2,15,137.6,0.0091,0
REQ-003382,71.2,0.1173,2.32,2,20,54.5,0.0086,0
REQ-003383,260.1,0.1243,4.9,3,6,93.2,0.0336,0
REQ-003384,354.4,0.1447,4.12,1,20,86.5,0.0057,0
REQ-003385,236.6,0.0572,0.29,1,10,89.0,0.0508,0
REQ-003386,298.7,0.0124,0.15,2,17,171.0,0.031,0
REQ-003387,717.6,0.0357,0.55,3,12,90.8,0.0288,0
REQ-003388,568.9,0.3756,22.21,32,9,615.0,0.6528,1
REQ-003389,142.3,0.1057,0.1,3,7,53.3,0.0079,0
REQ-003390,61.2,0.0465,3.93,1,22,50.0,0.003,0
REQ-003391,102.2,0.0525,0.94,1,19,76.4,0.0033,0
REQ-003392,152.4,0.026,2.91,1,7,73.2,0.0502,0
REQ-003393,156.9,0.0704,0.1,1,10,126.0,0.0198,0
REQ-003394,672.2,0.0607,1.96,3,10,93.5,0.0062,0
REQ-003395,55.0,0.0598,0.91,1,10,87.4,0.019,0
REQ-003396,182.0,0.0913,1.97,1,22,105.8,0.0111,0
REQ-003397,230.3,0.0457,1.31,3,15,100.2,0.0003,0
REQ-003398,339.6,0.1133,0.28,1,20,56.2,0.0136,0
REQ-003399,99.4,0.0368,0.1,3,19,72.6,0.0158,0
REQ-003400,104.8,0.0825,1.47,2,8,86.2,0.0409,0
REQ-003401,118.6,0.0658,4.97,3,8,114.5,0.0162,0
REQ-003402,83.2,0.0352,1.7,3,8,149.5,0.0054,0
REQ-003403,132.9,0.0855,0.1,1,7,86.6,0.0047,0
REQ-003404,106.2,0.051,0.94,2,7,92.6,0.003,0
REQ-003405,325.6,0.0166,3.28,1,19,77.7,0.0262,0
REQ-003406,207.5,0.0459,2.27,1,18,81.2,0.0022,0
REQ-003407,75.7,0.0246,5.17,1,22,45.7,0.0203,0
REQ-003408,294.2,0.0134,0.36,1,22,190.1,0.0164,0
REQ-003409,99.6,0.0516,1.49,2,14,34.9,0.0005,0
REQ-003410,105.7,0.0798,1.86,2,8,118.0,0.0029,0
REQ-003411,106.2,0.066,1.02,1,10,114.0,0.0317,0
REQ-003412,192.0,0.0206,1.86,2,8,60.1,0.0481,0
REQ-003413,181.1,0.017,0.66,3,16,156.5,0.0231,0
REQ-003414,206.0,0.0475,5.67,1,17,112.2,0.038,0
REQ-003415,3505.7,0.3375,31.39,29,4,599.2,0.5974,1
REQ-003416,193.1,0.0839,1.55,1,12,206.4,0.0245,0
REQ-003417,623.7,0.096,1.62,1,22,82.3,0.0135,0
REQ-003418,149.6,0.056,0.16,1,10,42.8,0.1783,0
